GlobalTime,time,station,site,moduleConfig,SWversion,lotNum,Barcode,UniqueID,ActuatorSN,sph_S1_OOVreg,sph_S2_OOVreg,sph_S1_gain,sph_S2_gain,sph_strokecenter_y_sensor_offset_lsb,sph_strokecenter_x_sensor_offset_lsb,AF_single_vcm_S1_AF_c0,AF_single_vcm_S1_AF_c1,AF_single_vcm_S1_AF_c2,AF_single_vcm_S2_AF_c0,AF_single_vcm_S2_AF_c1,AF_single_vcm_S2_AF_c2,OISY_pos_polynomial_cubic_offsetcorrected_C0,OISY_pos_polynomial_cubic_offsetcorrected_C1,OISY_pos_polynomial_cubic_offsetcorrected_C2,OISY_pos_polynomial_cubic_offsetcorrected_C3,OISX_pos_polynomial_cubic_offsetcorrected_C0,OISX_pos_polynomial_cubic_offsetcorrected_C1,OISX_pos_polynomial_cubic_offsetcorrected_C2,OISX_pos_polynomial_cubic_offsetcorrected_C3,aps_strokeMax_um
T20230603195910,59:40.4,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D184001ZTVR31060+L2AA09101+0,0x0000003FAAD12716,LG5D184001ZTVR31060+L2AA09101+0,89,81,42.294,42.294,184.7542639,186.4524235,178.9989869,0.040411005,0.001693152,147.2230372,0.005807436,0.001563284,-8.48E-14,0.335910095,7.69E-05,2.25E-08,1.59E-14,0.376048751,9.20E-05,2.35E-08,370.1161727
T20230603195912,59:42.6,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300GY1VR31060+L2AA00501+0,0x0000009A9AC5371A,LG5D18300GY1VR31060+L2AA00501+0,87,85,42.294,39.928,185.8234397,190.0604455,174.5013345,0.05913926,0.001658669,156.7174207,-0.115950627,0.001636544,2.03E-14,0.347161382,8.15E-05,2.13E-08,4.66E-14,0.371349254,9.34E-05,2.77E-08,359.5689977
T20230603195935,00:05.6,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D184001YCVR31060+L2AA11016+0,0x000000B38AD1271E,LG5D184001YCVR31060+L2AA11016+0,88,84,42.294,42.294,191.4398068,187.5065323,187.6136769,-0.146176909,0.001649978,153.06913,-0.15305632,0.00162092,2.65E-13,0.34227294,8.10E-05,2.39E-08,6.91E-15,0.362505004,8.71E-05,2.26E-08,359.098177
T20230603195939,00:10.1,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300PRHVR31060+L2AA07231+0,0x0000005BA656C59A,LG5D18300PRHVR31060+L2AA07231+0,86,84,42.294,42.294,184.2895125,194.9321696,137.03409,-0.168802296,0.001652314,133.5774647,-0.11893009,0.001677878,-6.41E-15,0.352134525,8.50E-05,2.62E-08,-1.06E-13,0.361736566,8.66E-05,2.21E-08,369.1081052
T20230603195947,00:17.8,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300PRJVR31060+L2AA07232+0,0x0000005BA652859E,LG5D18300PRJVR31060+L2AA07232+0,83,82,42.294,42.294,181.8690196,186.5109319,111.7772755,-0.017575375,0.001581142,188.2728779,0.05531518,0.001584207,8.12E-14,0.363161879,9.22E-05,3.00E-08,-2.02E-14,0.363688917,9.18E-05,2.75E-08,361.6581925
T20230603195949,00:20.7,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300H28VR31060+L2AA05316+0,0x00000077A642F596,LG5D18300H28VR31060+L2AA05316+0,86,82,42.294,42.294,187.3929686,200.324786,107.4376606,0.017726336,0.001620899,186.8118413,-0.103013626,0.001549214,-4.05E-14,0.348019246,8.40E-05,2.48E-08,-4.55E-14,0.365591178,8.96E-05,2.35E-08,359.1587413
T20230603195952,00:22.7,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300JBRVR31060+L2AA04823+0,0x0000007FB646819E,LG5D18300JBRVR31060+L2AA04823+0,90,83,39.928,39.928,177.5706639,187.6063628,155.4362875,-0.200199756,0.001619267,86.70896028,-0.06391778,0.00159572,-2.78E-13,0.352133951,8.44E-05,2.58E-08,-1.09E-13,0.3785302,9.65E-05,2.65E-08,358.5029262
T20230603200007,00:38.6,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300JBSVR31060+L2AA04824+0,0x0000007E9642819A,LG5D18300JBSVR31060+L2AA04824+0,89,82,42.294,42.294,193.8599122,201.1189986,190.0093598,-0.193864434,0.0017344,135.3160244,-0.128553335,0.001644571,-6.55E-14,0.338574743,7.84E-05,2.15E-08,9.30E-14,0.36667178,9.06E-05,2.55E-08,362.1445379
T20230603200012,00:43.3,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300JBZVR31060+L2AA04831+0,0x000000779646819A,LG5D18300JBZVR31060+L2AA04831+0,89,81,42.294,42.294,187.2743466,195.4792907,199.8983979,0.009865865,0.001649237,160.4187186,0.002889162,0.001572737,-7.99E-14,0.341300672,7.83E-05,2.17E-08,1.02E-13,0.372472901,9.24E-05,2.48E-08,359.2742807
T20230603200016,00:47.4,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300JBQVR31060+L2AA04822+0,0x0000007E8646819E,LG5D18300JBQVR31060+L2AA04822+0,83,82,44.8,42.294,188.2009765,200.5453632,146.6425498,0.105386447,0.001676908,112.8797597,-0.103765581,0.001647231,2.34E-14,0.343068215,7.98E-05,2.15E-08,7.66E-14,0.365038669,9.18E-05,2.55E-08,358.6471306
T20230603200021,00:52.2,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300J98VR31060+L2AA10102+0,0x0000009FBAC57716,LG5D18300J98VR31060+L2AA10102+0,90,84,39.928,39.928,182.0061921,188.8924128,134.4912619,0.001292621,0.001644767,147.8773433,-0.041855423,0.001570127,-3.19E-14,0.34953161,8.33E-05,2.33E-08,1.32E-13,0.377948933,9.64E-05,2.87E-08,368.8253434
T20230603200029,00:59.8,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D1860027ZVR31060+L2AA10523+0,0x000000B8A2D10719,LG5D1860027ZVR31060+L2AA10523+0,84,86,42.294,39.928,176.7831472,188.719513,81.51829313,-0.053758871,0.001606083,91.53778171,-0.024600483,0.001593643,-1.62E-13,0.359475632,8.71E-05,2.50E-08,2.42E-14,0.375153467,9.40E-05,2.68E-08,362.7120635
T20230603200032,01:03.4,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18600284VR31060+L2AA10528+0,0x000000B1B2D54719,LG5D18600284VR31060+L2AA10528+0,88,90,42.294,39.928,187.5298609,197.846908,124.3728968,-0.147813338,0.001672153,170.7889587,-0.083609287,0.001648822,-1.18E-13,0.343897934,8.10E-05,2.33E-08,4.23E-14,0.35652571,8.51E-05,2.26E-08,369.6500063
T20230603200033,01:04.4,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D1860027YVR31060+L2AA10522+0,0x000000B1A2D54715,LG5D1860027YVR31060+L2AA10522+0,88,85,42.294,39.928,189.6377291,187.9221308,139.9173248,-0.084525149,0.001630466,174.1457529,-0.053571063,0.001530517,7.09E-14,0.343049932,8.09E-05,2.45E-08,-1.24E-13,0.377670518,9.57E-05,2.77E-08,359.3630148
T20230603200050,01:21.2,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18600282VR31060+L2AA10526+0,0x000000B892D50719,LG5D18600282VR31060+L2AA10526+0,90,83,39.928,42.294,183.0326732,188.2891982,81.60995596,-0.143810971,0.001704191,153.0502016,-0.087692117,0.001631385,-1.17E-14,0.3514696,8.49E-05,2.57E-08,-1.32E-13,0.362034579,8.91E-05,2.54E-08,354.5209478
T20230603200055,01:26.0,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300JBWVR31060+L2AA04828+0,0x000000779646C196,LG5D18300JBWVR31060+L2AA04828+0,83,83,44.8,42.294,184.331314,198.8006106,176.3368369,0.030557908,0.001683596,206.2059949,-0.086677232,0.001600068,1.64E-14,0.341179778,7.81E-05,2.22E-08,-6.98E-14,0.363564539,8.82E-05,2.41E-08,369.5593886
T20230603200203,02:34.3,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300J5UVR31060+L2AA02014+0,0x000000FFBE56859E,LG5D18300J5UVR31060+L2AA02014+0,83,83,44.8,42.294,196.0548105,182.4874216,115.0185803,-0.064362906,0.001676237,87.09058641,-0.09882344,0.00168085,-6.94E-16,0.343997626,8.09E-05,2.21E-08,1.99E-13,0.362639577,8.81E-05,2.40E-08,364.5034752
T20230603200208,02:39.3,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300JBXVR31060+L2AA04829+0,0x00000077A6468196,LG5D18300JBXVR31060+L2AA04829+0,89,85,42.294,39.928,187.30426,193.2327497,185.2691564,-0.018427061,0.001689479,173.2638964,-0.006602427,0.001535182,5.36E-15,0.337771429,7.75E-05,2.12E-08,-8.59E-14,0.375279044,9.49E-05,2.78E-08,369.4975531
T20230603200216,02:46.9,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300J97VR31060+L2AA10101+0,0x000000979AC5371E,LG5D18300J97VR31060+L2AA10101+0,86,84,42.294,39.928,183.920804,193.3178085,170.3038848,-0.221442329,0.00158196,146.4417459,-0.14182379,0.001588957,-8.69E-14,0.350011211,8.56E-05,2.63E-08,4.90E-14,0.377634421,9.64E-05,2.80E-08,369.8761758
T20230603200221,02:51.6,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300PV7VR31060+L2AA00629+0,0x0000007B9E46859A,LG5D18300PV7VR31060+L2AA00629+0,83,79,44.8,42.294,194.1677404,191.3077894,138.8513405,-0.193890439,0.001702485,159.0992858,-0.162180426,0.001574765,-8.44E-14,0.340473406,8.13E-05,2.30E-08,3.27E-14,0.37723907,9.66E-05,2.78E-08,369.5760622
T20230603200222,02:53.2,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300PTMVR31060+L2AA03007+0,0x0000005B9656E592,LG5D18300PTMVR31060+L2AA03007+0,87,85,42.294,39.928,187.7601161,192.4097862,166.4058582,-0.088319564,0.001657572,107.9360876,-0.168424041,0.001592514,3.27E-14,0.342022388,8.03E-05,2.25E-08,-1.13E-13,0.376010133,9.45E-05,2.61E-08,367.6294433
T20230603200227,02:58.1,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300H23VR31060+L2AA05311+0,0x00000077B646F596,LG5D18300H23VR31060+L2AA05311+0,86,81,42.294,42.294,181.5030588,194.2701541,169.0820073,-0.024381104,0.001667378,155.2251306,-0.116411359,0.00163866,6.42E-14,0.348800236,8.41E-05,2.58E-08,-8.00E-14,0.368845981,8.99E-05,2.34E-08,362.4098174
T20230603200240,03:11.1,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300PTLVR31060+L2AA03006+0,0x0000005AA656A59A,LG5D18300PTLVR31060+L2AA03006+0,87,82,42.294,42.294,183.9268016,192.6934982,136.0334556,-0.087171222,0.001625979,161.3284052,-0.124330473,0.001615567,-1.20E-13,0.344570974,8.04E-05,2.32E-08,-8.45E-14,0.361624231,8.99E-05,2.72E-08,361.7697013
T20230603200245,03:16.3,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300PTJVR31060+L2AA03004+0,0x00000052B652E596,LG5D18300PTJVR31060+L2AA03004+0,89,86,39.928,39.928,181.6516517,191.2847698,142.3388229,-0.112698456,0.001598048,196.6752273,-0.068798316,0.00160666,9.67E-14,0.357845302,8.88E-05,2.78E-08,-6.57E-14,0.369094457,9.24E-05,2.58E-08,360.7025061
T20230603200245,03:15.8,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300PRMVR31060+L2AA04603+0,0x0000007B9E42859A,LG5D18300PRMVR31060+L2AA04603+0,88,84,42.294,39.928,191.5694894,188.2458931,142.0351506,-0.256231369,0.001632967,126.0735154,-0.206012393,0.001623019,1.15E-13,0.34366038,8.01E-05,2.34E-08,-2.46E-14,0.372527994,9.42E-05,2.68E-08,361.2454779
T20230603200250,03:20.8,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300J7XVR31060+L2AA04121+0,0x000000D6A646C592,LG5D18300J7XVR31060+L2AA04121+0,83,78,44.8,44.8,190.7108845,188.6902384,229.6504199,-0.286229011,0.001658235,168.4184844,-0.212846443,0.001620096,-1.30E-15,0.338996117,7.92E-05,2.31E-08,-7.94E-14,0.363177903,8.79E-05,2.44E-08,369.709227
T20230603200258,03:28.7,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300H21VR31060+L2AA05309+0,0x000000778642B59A,LG5D18300H21VR31060+L2AA05309+0,86,82,42.294,42.294,178.3066406,198.6711128,171.2716526,-0.026010311,0.001683293,121.0661456,-0.214265597,0.001637923,-1.20E-13,0.348528298,8.22E-05,2.40E-08,1.10E-13,0.362430343,8.77E-05,2.26E-08,359.1722203
T20230603200302,03:32.9,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300H25VR31060+L2AA05313+0,0x000000779646B592,LG5D18300H25VR31060+L2AA05313+0,85,83,42.294,42.294,181.2397702,187.498943,129.274392,-0.119324741,0.001570062,141.4342702,-0.106200468,0.00162898,-7.32E-14,0.357704535,8.79E-05,2.57E-08,1.71E-14,0.358445331,8.59E-05,2.38E-08,363.0449112
T20230603200305,03:35.5,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300J7EVR31060+L2AA04104+0,0x000000D6B646C59A,LG5D18300J7EVR31060+L2AA04104+0,91,83,39.928,42.294,187.4988274,192.9262338,134.3531481,0.006493021,0.001686505,216.4757469,-0.078659201,0.001591552,1.78E-13,0.352941346,8.48E-05,2.32E-08,-1.40E-13,0.362209406,8.78E-05,2.49E-08,367.9087343
T20230603200310,03:40.7,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300H27VR31060+L2AA05315+0,0x0000007E9646F59E,LG5D18300H27VR31060+L2AA05315+0,87,85,42.294,39.928,188.0063178,197.2306861,137.7566291,0.025100059,0.001667307,181.6892621,-0.085777959,0.001589494,8.11E-14,0.34620792,8.23E-05,2.30E-08,1.75E-13,0.368406289,9.47E-05,2.68E-08,355.5245956
T20230603200323,03:53.5,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300H22VR31060+L2AA05310+0,0x0000007FB642B59A,LG5D18300H22VR31060+L2AA05310+0,85,83,42.294,42.294,181.1967482,200.4580727,177.7005447,0.165487179,0.001567394,177.0497916,-0.136809209,0.001605841,-1.63E-14,0.354860095,8.56E-05,2.50E-08,-1.41E-13,0.360584464,8.77E-05,2.43E-08,362.1473086
T20230603200323,03:54.2,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300J5ZVR31060+L2AA02019+0,0x000000F6AE52C596,LG5D18300J5ZVR31060+L2AA02019+0,85,82,44.8,42.294,199.0100697,189.3850233,174.4771855,-0.245127116,0.001681314,197.019667,-0.037608554,0.001589376,1.00E-13,0.338362462,8.06E-05,2.41E-08,3.61E-14,0.365775386,9.12E-05,2.54E-08,370.6602879
T20230603200328,03:59.1,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300PV6VR31060+L2AA00628+0,0x00000073AE46C596,LG5D18300PV6VR31060+L2AA00628+0,91,85,39.928,39.928,188.4482035,192.8400273,149.4891299,-0.089876469,0.001599608,166.0024255,-0.024428842,0.001587886,-3.29E-14,0.350257373,8.47E-05,2.60E-08,-3.54E-14,0.371308908,9.12E-05,2.38E-08,367.2012904
T20230603200402,04:32.9,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6209A,LG5D18300H24VR31060+L2AA05312+0,0x0000007EB642B592,LG5D18300H24VR31060+L2AA05312+0,85,85,42.294,39.928,176.7526136,191.57861,172.2077992,-0.045563847,0.001584756,161.8811972,-0.045844382,0.001554512,3.55E-14,0.350707947,8.39E-05,2.52E-08,1.68E-13,0.374370621,9.33E-05,2.56E-08,364.509629
T20230604005804,58:34.4,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184000ALVR31060+L2AA09708+0,0x0000005A9AC46491,LG5D184000ALVR31060+L2AA09708+0,81,80,44.8,42.294,179.263982,191.4574597,202.3155155,-0.210426998,0.001573626,108.7085762,-0.189808997,0.001633081,-1.43E-13,0.349739849,8.37E-05,2.43E-08,-9.70E-14,0.370851494,9.27E-05,2.58E-08,358.0878955
T20230604005806,58:36.8,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184000B2VR31060+L2AA09724+0,0x0000005B8AC0249D,LG5D184000B2VR31060+L2AA09724+0,88,83,42.294,42.294,188.6386056,185.1604679,193.85218,-0.173410409,0.001621997,135.4245613,-0.087019514,0.001569778,-3.33E-14,0.342181625,8.03E-05,2.33E-08,-2.88E-13,0.364211341,8.72E-05,2.22E-08,352.1967467
T20230604005813,58:44.0,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184000ADVR31060+L2AA09701+0,0x000000529AC06499,LG5D184000ADVR31060+L2AA09701+0,86,81,42.294,42.294,191.2725198,188.9742193,144.185376,-0.090604469,0.001597571,179.5109978,-0.231958779,0.001544694,7.27E-14,0.351579466,8.56E-05,2.61E-08,1.41E-14,0.371086153,9.25E-05,2.48E-08,352.3090775
T20230604005814,58:44.8,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D18300LFAVR31060+L2AA02324+0,0x00000052BE42F59E,LG5D18300LFAVR31060+L2AA02324+0,83,86,44.8,39.928,184.6373838,187.4929902,196.2703851,-0.150913676,0.001617146,217.4465502,-0.000707092,0.001520553,7.18E-14,0.340339396,7.86E-05,2.25E-08,-6.05E-15,0.364084034,8.90E-05,2.39E-08,353.3138369
T20230604005816,58:46.5,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184001F5VR31060+L2AA01707+0,0x0000003F8AD16712,LG5D184001F5VR31060+L2AA01707+0,87,82,42.294,42.294,179.3887675,188.7887253,212.8335693,-0.063072339,0.00162841,98.16958382,-0.127056811,0.001644529,9.77E-14,0.344989599,8.07E-05,2.32E-08,1.37E-13,0.364844502,8.99E-05,2.55E-08,353.7930182
T20230604005827,58:57.8,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184000C7VR31060+L2AA04331+0,0x000000138F12859E,LG5D184000C7VR31060+L2AA04331+0,88,85,42.294,42.294,178.3161619,198.5743385,181.8373182,-0.21617606,0.001627198,122.868175,-0.149054623,0.001764674,-8.49E-14,0.343415258,8.02E-05,2.27E-08,-6.57E-14,0.354844606,8.56E-05,2.34E-08,361.2309936
T20230604005830,59:00.1,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D18300Q5HVR31060+L2AA04727+0,0x000000BB9702B59A,LG5D18300Q5HVR31060+L2AA04727+0,87,83,42.294,42.294,180.8169572,195.4516954,185.695175,-0.003685799,0.001551191,182.3338481,0.013602363,0.00155004,-1.40E-13,0.348506996,8.17E-05,2.29E-08,-1.50E-13,0.362090789,8.79E-05,2.34E-08,352.0890723
T20230604005844,59:15.3,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D18300LJSVR31060+L2AA08514+0,0x000000BEA2C5771A,LG5D18300LJSVR31060+L2AA08514+0,88,84,42.294,42.294,187.469199,198.81731,142.8031135,-0.242387518,0.001688209,210.6197374,0.082620256,0.001570553,8.10E-14,0.341764966,8.02E-05,2.18E-08,1.50E-13,0.353384564,8.64E-05,2.41E-08,357.085895
T20230604005849,59:20.0,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184000C0VR31060+L2AA04324+0,0x0000001B8F16C59A,LG5D184000C0VR31060+L2AA04324+0,88,86,42.294,42.294,180.813071,189.4943958,213.3563663,-0.184565345,0.001575314,224.1277572,-0.184107659,0.001576094,1.44E-13,0.345480315,8.06E-05,2.11E-08,-5.45E-14,0.351300994,8.09E-05,2.28E-08,367.1989647
T20230604005851,59:21.5,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184001FDVR31060+L2AA01715+0,0x0000003E9AD1671A,LG5D184001FDVR31060+L2AA01715+0,86,84,42.294,42.294,187.4363128,200.2418073,207.5994663,-0.037050155,0.00155713,182.9016657,-0.040032925,0.001641434,-4.53E-14,0.347322109,8.34E-05,2.45E-08,-1.56E-13,0.353474677,8.49E-05,2.33E-08,355.3938114
T20230604005856,59:27.0,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184000C2VR31060+L2AA04326+0,0x0000001A8F16859A,LG5D184000C2VR31060+L2AA04326+0,83,81,44.8,42.294,185.8731662,190.9313369,127.3880278,-0.087065825,0.001642224,87.75101143,-0.259092968,0.001557445,-1.20E-14,0.344053539,8.05E-05,2.33E-08,-3.32E-14,0.369455189,9.00E-05,2.33E-08,356.6706918
T20230604005857,59:27.3,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184001F8VR31060+L2AA01710+0,0x000000378AD5271A,LG5D184001F8VR31060+L2AA01710+0,85,82,44.8,42.294,189.8820035,191.8259748,141.5617269,-0.136895613,0.001661941,74.61301352,-0.070798731,0.001598314,-2.99E-14,0.334873565,7.67E-05,2.19E-08,8.82E-14,0.367235245,9.00E-05,2.45E-08,350.8780536
T20230604005901,59:32.0,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184000BZVR31060+L2AA04323+0,0x0000001A8F12C592,LG5D184000BZVR31060+L2AA04323+0,86,82,42.294,42.294,187.7766956,189.5883893,187.2900971,-0.198044981,0.001599579,71.33237029,-0.211394624,0.001671163,6.93E-14,0.352619198,8.45E-05,2.32E-08,1.69E-13,0.367094864,9.00E-05,2.44E-08,358.8986163
T20230604005909,59:39.4,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184001FCVR31060+L2AA01714+0,0x00000036AAD5671E,LG5D184001FCVR31060+L2AA01714+0,82,80,44.8,44.8,178.3371454,198.660231,188.9870946,-0.067566552,0.001600906,202.4619411,0.071276454,0.001587228,1.97E-14,0.344341514,8.07E-05,2.41E-08,1.91E-13,0.351165406,8.41E-05,2.51E-08,341.0323635
T20230604005914,59:44.6,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184000C5VR31060+L2AA04329+0,0x0000001AAF12859E,LG5D184000C5VR31060+L2AA04329+0,95,86,39.928,39.928,187.6053546,187.0336874,213.2211127,-0.147178209,0.001641486,156.5538107,-0.19583299,0.001557303,1.63E-14,0.336974252,7.70E-05,2.19E-08,1.53E-13,0.370604161,9.22E-05,2.52E-08,351.3031731
T20230604005926,59:56.9,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D18300Q5EVR31060+L2AA04724+0,0x000000B29706B59A,LG5D18300Q5EVR31060+L2AA04724+0,86,83,42.294,42.294,177.9368253,188.2429926,116.3356861,0.007469632,0.001590616,150.7184967,0.089661674,0.001629561,1.40E-13,0.353322248,8.62E-05,2.63E-08,8.46E-14,0.359927873,8.71E-05,2.32E-08,363.7304136
T20230604005931,00:01.6,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184001F1VR31060+L2AA01703+0,0x000000379AD5671A,LG5D184001F1VR31060+L2AA01703+0,83,84,44.8,42.294,179.3405797,193.363289,185.1465412,-0.252704865,0.001678327,154.495368,-0.037163544,0.001660214,-7.40E-14,0.338143922,7.80E-05,2.28E-08,-2.60E-14,0.352427191,8.29E-05,2.31E-08,352.081349
T20230604005934,00:04.9,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D18300Q5GVR31060+L2AA04726+0,0x000000B29706B596,LG5D18300Q5GVR31060+L2AA04726+0,88,85,42.294,42.294,186.0220932,194.9270777,133.2772122,0.039444907,0.001699104,158.8722875,0.014082527,0.001603904,4.11E-14,0.342860681,7.98E-05,2.14E-08,-4.24E-14,0.354139076,8.63E-05,2.40E-08,354.8555033
T20230604005939,00:09.5,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D184001F3VR31060+L2AA01705+0,0x00000037BAD52716,LG5D184001F3VR31060+L2AA01705+0,87,84,42.294,42.294,182.3009207,194.2582268,170.9306563,-0.143867708,0.001647234,211.3809539,-0.097319304,0.001541875,1.07E-13,0.342603045,8.00E-05,2.18E-08,1.34E-13,0.353521296,8.42E-05,2.28E-08,350.4001739
T20230604005939,00:09.5,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD5T12A,LG5D18300Q5DVR31060+L2AA04723+0,0x000000B3A702F596,LG5D18300Q5DVR31060+L2AA04723+0,87,84,42.294,42.294,183.3040178,192.7030199,170.4770624,-0.214515463,0.00165776,165.7896922,0.001935358,0.001602201,-6.48E-14,0.343798628,8.31E-05,2.51E-08,-8.52E-15,0.358226376,8.62E-05,2.42E-08,357.1898675
